project,v1_date,v1_commit,v2_date,v2_commit
freundlich/spacegameengine,17-Jun-17,fdd7d4863d1adfe578dffb296cc728549b8d5a95,31-Dec-12,2ee965f32cebf59ac495e8778be0d9976906e5ae
fuzzylite/fuzzylite,20-Apr-17,8bac66fc528f9a98984103b21c8ed17681069941,27-Dec-12,420f25d46721212d760515b9e3aa9afb2419d0b2
gabesoft/dotfiles,3-Jun-17,3d66688b443c162765d2eaa2743cf9279626bf73,31-Dec-12,c725dfdb904a5d11cb38fd26d478c4fea03d4b34
gemrb/gemrb,16-Jun-17,90cda6b99ac13abe63e3929245b8f034eddeb9b3,30-Dec-12,91bc7756682df3592935ccf9114f303d530ad162
gflags/gflags,2-Apr-17,4a694e87361d08eff5c4c9e9f551b1a0d41f7c40,20-Nov-12,f098a548228a5f7547d1d3a079fac42b89ed03f7
gnuradio/gnuradio,15-Mar-17,ac5109d25a9d94386429dd9e806268d29c8e2aac,6-Sep-12,6121d0b12bcb308586b5888b6c7e82832f692e5c
godlikepanos/anki-3d-engine,29-Jun-17,a676a1777c5154387dc644dbc8b4cb8894cd4987,21-Dec-12,793c83bcbb2812ac01281dfd11892f4d2b2f73d7
google/glog,7-Mar-17,da816ea70645e463aa04f9564544939fa327d5a7,22-Nov-12,96dac4fd0267b3a7c3331c8011f43d8381a966ca
googlei18n/libphonenumber,16-Mar-17,6c66d6b5c2a74fb28e3e713b1778e8da717fc799,13-Dec-12,fe98320cc9313d0e4b9a75bf5400557c3fec561e
gosu/gosu,19-Jun-17,58e2dcf59b64282b509b5590a1a5e8a0620614e6,9-Dec-12,ca1137a43ffe16294ba17307ebde3cca21346bc0
hanzz/libtransport,27-Jun-17,30b1ad6ce8edf5a3d908949e514ef466add59d52,29-Dec-12,86d0268f932dda6cd3e344ba4726ff699faddca3
herumi/cybozulib,2-May-17,09f0848bc1c8179894e7df1e363ad374bef8dfce,27-Dec-12,89bb1740534aa59c9c8d06d379c3b316e4e03f14
herumi/xbyak,25-May-17,675ebd5c3555264325dd09ced304c214aaf68783,4-Dec-12,583e3f50b07da2413a288861f670094c5883efcc
highfidelity/hifi,17-Mar-17,e1a0984fed4be37a8582972587222a38ecebc7f7,13-Dec-12,58f0ea0a65aa2b02bd513e7940142c6a606e3279
hluk/CopyQ,19-Mar-17,652ea527c37902566da9bcb152af3d1753426d4e,29-Dec-12,e2e4e0061d1d70d629e15e55cd03d2b2e9e626ee
hpcc-systems/HPCC-Platform,16-Mar-17,f2e903ffa48a4468f3718d516e240bd288719708,13-Nov-12,507acd6249a3a16856a92208e40b941757a174ed
hrydgard/ppsspp,18-Mar-17,23367925f1f5d8397e80f98c0642262958c540d1,23-Dec-12,7fa89777fcf1fc03ee91c4ddd4c05d36572a8f6d
htcondor/htcondor,27-Jun-17,8e1a4c4461c914accf98de0d4be73f65bca28526,17-Jul-12,c5556c76f8f373ad1018f41d62a3e1b327103f96
idiap/tracter,24-Apr-17,a49e8820711556387be8ce8b2c1d52643a36ddb2,19-Sep-12,1ad46c290f73afb92f45bfdfab8a64865bda886d
igfuw/libmpdataxx,27-Apr-17,134bc6ff298410c6a43715aaf34fd15e63f47142,31-Dec-12,b702cdfc6b31aef8f2f8449c15024acb56988c3c
imageworks/OpenColorIO,22-Jun-17,6b744f2b4543d16f77b3fe19ae05b67c56a13673,22-Dec-12,b7d58e7fbd0dea7924c6c73ab4fec8739b7ef63d
imageworks/OpenShadingLanguage,10-Mar-17,4f5999d5989f26f8acbf05a447e32cc9db4625cb,21-Dec-12,ac5ca94b9f2529c3be97ed11ce51efe044717d9c
include-what-you-use/include-what-you-use,3-Jul-17,8a9df4055cacb1fa1cac2a5da105b435f15c54dc,30-Dec-12,a55e849150546074fd253fc79d2caaf917ae0ad3
inexor-game/code,22-Jun-17,14b83ef69130a9b8b3ebb52c32ae9e889c6c9053,12-Jan-12,5d59d165f4f7d9e766e10d427bbe07166608ba0d
inspircd/inspircd,5-Mar-17,5583d8dc5ff202d411d7985b6bbfb240beeacddd,22-Jul-12,558eea33dc323518dba505a99ffbb19b8fbe1267
ipa320/cob_driver,11-May-17,fb19748221b94267048426a3dd241745808ac52a,13-Dec-12,976c5a74f721ba6418ff54254bc25939e452e176
ipa320/cob_manipulation,23-May-17,ae6efa0df1dd57f036552964b713f43d06b84993,7-Dec-12,971aca7bee454574d4314b49340ccd026eb6ef64
ipa320/cob_people_perception,23-Feb-17,7ff8c4dd1815167616ffcf32b298a6a2f28a1697,30-Dec-12,a88a3dc61842d895c74235cc2dd1b57315b45fbc
jackyf/cupt,17-Apr-17,f8047819807798789ca74c718090b52f2fd7194b,26-Dec-12,b556ec28f2ad1dbafeb5d316e437580c5cff5d72
jbeder/yaml-cpp,7-Mar-17,0fdb1b910c1a31db80b7521446166d06cad10813,28-Dec-12,c335c8dd753c2b5f456a42e6dc33da16b7203713
jjensen/luaplus51-all,6-Feb-17,9e80774d221137a3cf2ec350ae469064754b2d28,16-Jul-12,88402efbc1ca7b4ae2f78d3d14cac302c848c1f5
jktjkt/trojita,12-Jun-17,58690b61d1ee66b49b4be2b9c6b1460fc8278fa7,31-Dec-12,72b1931ae96fe0f7511ce4847a9082e5214680ba
jorisv/Tasks,26-Jun-17,c859d1aa0e160e0f9bb21dfb92da80d6bc073864,30-Dec-12,68b058dc8337443e9176df7fc8d077399330b3fb
jpd002/Play-,18-Mar-17,da6c31a6e263d92e7d42cf1f5b73745c8a53fa0d,30-Dec-12,9c2758e4f2fbc2dae6478591e9e9499400fd7943
jpd002/Play--CodeGen,12-Feb-17,cb51cd58d878500414d5d99b61310fa1d392bf42,27-Dec-12,68b9f30d2d67c61958d866a4c88a1745a03d8f9c
jpd002/Play--Framework,19-May-17,11851794109e81f0e7a45a457830a3c9bbceef53,24-Dec-12,84a02229fbd8a6888b430f75e5b34c1e2a7bb575
juj/MathGeoLib,20-Jun-17,07680b7cfcca72c3f852dd248eb26e4ca3e26530,30-Dec-12,ccacf486de5e9802d5ac5d8eb374ba3f286d1d74
julianstorer/JUCE,31-May-17,7e959494571629e4459528b5033130898327951a,31-Dec-12,7a3453f48b374a2a533acf365b2f474ca1c1af71
kimwalisch/primesieve,4-May-17,e5a2af02f9b219dfbe6013c44e2d5e1570ba15b1,30-Dec-12,6a70e84bbaad47110bef73320b0dfe026c7b7daf
koreader/crengine,8-Jun-17,d0854294e0a9259d9c160b5fe9c91a123a63528b,11-Dec-12,79ef67e1538ef431d6531a3aed5617946ed1d20f
kripken/ammo.js,14-Jun-17,1633e29f3e70caa3e3adb823b21e684766c24e50,20-Dec-12,2537db2735b001242651a22f44e98bf4e85a8b6a
ktossell/libuvc_ros,15-Jun-17,0f943d6b091f35c876a9b96f264945eac4a49741,24-Nov-12,de22b09001711925e106163dc11a95ed229411ed
kunigami/Blog-Examples,7-Jun-17,7959ba45b0c9ac8d16d0498a8a2a1a343d6e6a77,25-Sep-12,538a5d5b8dfb5329e0d02d7f4cf09f6e2faaa4f6
lalinsky/chromaprint,4-Mar-17,22daf0e01ce46145d916112094997c3003c298c8,21-Oct-12,33307a55f21f3bebbcb901ae525d4f383b0a0181
lballabio/QuantLib,29-Jun-17,e65dd7b6cbd54bc64f909259ab3311a8a5d006d6,27-Dec-12,06b528146bf769ea546b407c133bf3a5bfbf0173
ledger/ledger,28-Jan-17,e948a1adfea29a915adb50c60f15d6a4116ae399,16-Dec-12,63a14fd5e0aeb64a0508ddac71803acc926425c5
leethomason/tinyxml2,6-Mar-17,395ea09f83cfa34d848cea25b8a64d7ae3858ada,13-Dec-12,a6412ac2d547135795588c7d0d857151bac08d50
legnaleurc/junkcode,5-Jul-17,dd44b3fbe1a2deb2adfed42bafc5d949553134f8,24-Dec-12,5ea59680bada9aa55efe11ce9640dddcbc43024c
lemire/FastPFor,21-Jun-17,bae51c0f8f7c50c179e10a84d0a3e137bbc062d7,30-Nov-12,1d49175f5179673aa89723c9935a08d039a94c9b
libigl/libigl,17-Mar-17,7d8b6be28605f5264387ab0a822fb142e3004b9b,30-Dec-12,dbe3c44c3d64210e4f7e55326269d78629f10b4f
libpinyin/libpinyin,7-Mar-17,2919d7d4b9facf175d4da33418dfbb9945f4bb15,31-Dec-12,39e70310d49747ec1ec0890ccdfbf1a77c232338
libspatialindex/libspatialindex,20-Apr-17,4768bf3e9ce5ab80c639a6017f5c1e9d093ea515,28-Dec-12,9a5a2f4d83c3ec7be4dbf2c8a86341703d837185
libyui/libyui,18-Apr-17,4e5dfa950cfab5185b0695b0576f1d1af1c85117,5-Nov-12,0e4ca60d19fdd168ed5e6dda68fc6a76d79d0785
libyui/libyui-qt,16-Feb-17,de2ab9bb8ecf8f843aac326056dfee293ab671b9,17-Dec-12,69ec8583f54a01374c167e8613d97a839969b23c
lightspark/lightspark,7-Jan-17,308241eb55c5379765033e60f28dfdd956c7abcd,23-Dec-12,0b5d7a8dc38f52d2f2c9c06536b4484ace2f7ebb
litehtml/litehtml,7-Apr-17,d7cc6abfe1141770718404aaf9b17db80ed3f196,2-Dec-12,1d807556f070d4ed14976c2201ba317b682db121
llvm-mirror/clang,20-Mar-17,2bf2333d4a843364002d6c2956b2e611d026c7a3,31-Dec-12,6cc2a68c1ecb20054819a0b154ccfb7ff7498595
llvm-mirror/clang-tools-extra,5-Jul-17,9978ec5d4094a4e9cf90bb898ca0706c9a0944bc,27-Dec-12,c434bf1ef74f3216b6edc38d2e835ea9669f6b4d
llvm-mirror/libcxxabi,22-Jun-17,3d356fdcaba603a67f0855d9d88392efac51afe0,5-Dec-12,fc715856f64d44b5a4a1be0264653afb64da1a0e
llvm-mirror/llvm,8-Mar-17,f2856a5a16af9e4068f7f877cd580e5447d35e2b,31-Dec-12,dd9ccdb05036748513ec3c8c73e86ffa00a2e6cf
llvm-mirror/polly,5-Jul-17,34a3723e4b1f045d48a34cda7cc28de479709d0d,29-Dec-12,20f8c6281178947e81c7204a6b4f337060a427e5
loaden/qtcreator,26-Apr-17,5a35b39fb65441c838f975cdc16277ceb1224596,11-Dec-12,6e74944b4f5ca43dbb50fd67e29252c2284925ef
loot/loot,18-May-17,7cbd4acfa0dd92caec8369ee54000366028a2229,9-Nov-12,8c7a3da6b7f592939bb21690f2bf8fb72c286e0f
lotem/librime,19-Feb-17,7f41f6527ffedcfccc16f7e4b93a3048f33cf19e,27-Dec-12,de79f4aeb49f232413721c4a64a01c0baf31aaab
lxde/pcmanfm-qt,17-Jan-17,1d38bbd24b4b51f52bbf8a7f1e9237f0ccd37766,19-Aug-12,62990ca3954c0ab70d44d4381830b1d2d961c393
m-a-d-n-e-s-s/madness,26-Jun-17,2150d799a18759cd79adcbfda5e85a8e7e8238eb,11-Dec-12,327387c30e5fed42982f508d5f4cb306655d6866
mangosthree/server,3-Jul-17,3014c5b370139db835dba70e860841e322b17849,22-Dec-12,6e46949ad4afdfce6cef53327a6643ce88d8427c
marek629/SIR,24-Mar-17,49668de22b1954a3f97283f0068736fe8c483eee,19-Dec-12,ddc69f12256ec097c7d0ba14cfc465ff7a114cb3
martinrunge/muroa,14-May-17,d3a9d5078fac3f8baa48cd899ce7810c5cc0e4a3,24-Dec-12,e8250fc4716a420f9d09a763463c232d9241613c
mattgodbolt/seasocks,1-Jun-17,bc32e790376cb58fccb13d8a6499e60d729c172c,14-Nov-12,f5bb96d7593bf9f409f41b946b38820ad420237f
mavam/libbf,29-Jun-17,b6189bf6204d662294c9796f5f0e268251b5cebc,15-Oct-12,4eefff7097c7f8fcc2ac6a7bed627fbaf703af30
mavlink/qgroundcontrol,19-Mar-17,eeccb62f68c7a8fa30faa8eeee5755a5fcb6e781,30-Dec-12,699b36cea8c2e0b7979119d7104209679b756ec7
mempko/firestr,17-Jun-17,127c15179382ed9a032ffdda629750bb28f3aea0,22-Dec-12,727b20eb6c16a8ee5e438abd7cc8c4b2b28f26ad
meta-toolkit/meta,13-Mar-17,bfdb91019ca1c3ad998b10b244cc053ae3483fb2,8-Nov-12,67689ab144853c12a8524e595dd3b168bab3e078
mfontanini/libtins,31-Jan-17,7607610cf97bf2923ddd64bcb17a44128e036862,10-Dec-12,7a8601229200948f96cb68e371f15a914a1f8b7d
mickem/nscp,28-Jun-17,f7a2c746ac423095fc2d5105ff7ba98a2721b8bf,17-Dec-12,cdf579100eca517d73c4a846a9478f566fbbe615
miranda-ng/miranda-ng,5-Jul-17,64d0d2c5d3fcdcf0809fcc62ef80f569f7b6db87,31-Dec-12,d86463f8bec98d2456be02abbfe6c1c51cff095a
mit-nlp/MITIE,17-Feb-17,25918580ef46ae838a34c8b089291029f5d1cac1,22-Jan-12,482474c8f37ddd1ef0a31625fc6f554c7c739bef
mixxxdj/mixxx,12-Mar-17,3eb8844a5e5a789395cd0d72b45040c38521697d,12-Nov-12,03e2b3c0d696d2a6db50c70985307ea463d93886
mlpack/mlpack,18-Mar-17,36470e9f6d3bf8d2f5e9202675c46b528881e4c1,22-Dec-12,978d1be902220147c278b2ccab5eda3f02c68f7c
moses-smt/mgiza,17-Jan-17,d643960de98565d208114780ba8025799208afa7,23-Aug-12,991e235b0475779665be29e03f32e89211018529
moses-smt/mosesdecoder,14-Mar-17,7df9726788cc03a90a6ebaf04de1c1aea7ddc2f5,31-Dec-12,0784921314e1b233066ba5e79a4ffb3076556d03
mosra/corrade,20-Jun-17,29612cc341633fa26c4c74c55920cb21ed4dd0ed,18-Dec-12,57e987b80b404c42958a107dd0a72b16b923889e
mosra/magnum,9-Mar-17,1e8a5c927bf25d0a264b06922ceb0c37fc84d34b,23-Dec-12,9d260b72d8de4af483aed503aed23dacd560b0ba
mosra/magnum-examples,5-Feb-17,87c4b881e5c657dab4774834d0164886c2c23e30,22-Dec-12,95a82f1cb7013cce0d5fe8676d057d137ec5fc6e
mozart/mozart2,22-May-17,9826a5266af95d5e649c683f3233429304b89298,6-Dec-12,bb6045ddc6caa35bece05d3abc4a2fab97f45f83
mozilla/gecko-dev,18-Mar-17,c9f5cc6b4593d461e87a6221dc0286b3859fd515,6-Sep-12,0b1ddebe64d159bc76861fce3d5488f65fd02192
mrpt-ros-pkg/mrpt_navigation,27-May-17,e9f4d9864f4b0647c4d679ffc0d848df8e14c6a9,11-Apr-12,032e003d92d7443e552fcd51c35b12eff56e10be
mrtazz/restclient-cpp,4-Jan-17,2b0399fa8843837a86b82e57174bd104636bdee6,7-Mar-12,8564f429f9f1abb50fceaeaa2255c10b8a3d750c
ms705/firmament,19-Jun-17,091b99ba3a58aea5d0594e61291c10417bcdd234,29-Dec-12,c9bf76c7e7457914b02e60bc74c4599e700e54b6
msgpack/msgpack-c,16-Mar-17,99c4d37a399f5bb32234bfe2b18cbd826e8f77f6,20-Dec-12,85d65c59d2fa3cbbc44359c68c65631ed1e1d959
msoos/cryptominisat,16-Jun-17,71e49ac7de4d3c104defa24556f92fbb8dded517,30-Dec-12,d91e1046019d1bc083097f6b7ce22976ee87ece1
muflihun/easyloggingpp,12-Apr-17,4d4cb42848d19ed8de97f8ba2b71317210ca9246,20-Dec-12,c45e80d9a99bf2839fb444c57613116a6cfcd49b
musescore/MuseScore,8-Mar-17,b520dcaf3c88b06d2e418adbe187806c37a6aaf0,26-Nov-12,3a836d7fd60ffbc608679d3d7f4a2851f87e2273
n4ogw/so2sdr,31-May-17,53fdd6266e3fcdb300f3705889bc1a334e275b1d,29-Dec-12,fa5af08b73642848a674cdefa26caa1cfc4b93d3
niXman/yas,25-Apr-17,38e8c26eb8172ccc1007c59d47b97880249ae9e5,2-Nov-12,21cc5f96cd894035c3b86e4bebbee667db3b0c39
nickbruun/hayai,5-May-17,6959ca187e845f7fef1f0aa4704cbe695a8e2e45,16-Nov-12,75dafbd995fe6eee0830b3fccb8fbfba918108cd
ntustison/Utilities,23-Jun-17,12059da12afbac89a7c776ca91e5dfa68cc7fed6,25-Dec-12,6640a1c79d35928f0ed6fd189496d32fb2caf311
nubots/NUbots,30-Jun-17,45c7aa87cb36028aacbdaf1c90c609b65e1624a5,14-Dec-12,6782c92d278422d8b81f0ebfbdbc4fb1b9545043
nyanp/tiny-cnn,15-Mar-17,b89239c024a6f4d6e79f9f4108c30d483120691b,28-Dec-12,74976ae57692c65abf368f8a827651c1fab9c3dc
obfuscated/codeblocks_sf,2-Jul-17,c3f37c35c6253f6b037d8e899110a27eda134f3b,31-Dec-12,79307d0d2706ddda01398a4e55a9dbd227b271e9
oclint/oclint,17-Mar-17,f0ef866000c3a1846fa709501ca92a9a1d6af662,30-Dec-12,ca850f92598534c93e93d0952f1e8eba721ca86e
open-source-parsers/jsoncpp,9-Mar-17,264c3edca7aa4a924f30a44690269dbd6ab6cada,20-Dec-12,42321f24a6efd78ddf5d78514ab367891bd0e63b
openclonk/openclonk,26-Jun-17,3a2c68dcc98ba47ff38ffe9cc643ecf941efe7d3,24-Dec-12,64e258f8145aa4ca62d276949db5ef2548cde3ba
opencor/opencor,5-Jul-17,e50e092817e3d7b636f37d95fc4092ef1b02d095,30-Dec-12,a8175ce56db894d8119052a5e0000b6264bfbe6b
openexr/openexr,9-Jan-17,20d043d017d4b752356bb76946ffdffaa9c15c72,29-Aug-12,b2071c1da9cea7c9cfafa4be9bfa3b80f14696e7
opengm/opengm,23-Jun-17,3deaea58ba0cf9708c25cd03502e1cd9abec8875,20-Dec-12,921adec6a719c6108fbd961b3c123d32e2c0e253
openscad/openscad,16-Mar-17,714e14e4a6b8eb62677784de6213e1cde79a6554,30-Nov-12,40d9ffe6a4c26eef22a6804329c736e081447a0a
openscenegraph/osg,18-Mar-17,2cefcc8bfc1cb5636633ca120f471cc37761be94,20-Dec-12,521625b34301175c29a4473c6d49ee2d37d9e9a4
opentrack/opentrack,18-Mar-17,4fa2108094cb137ec7b2a6b44a9c13b554b4c1f9,31-Dec-12,4c95700fc6848d46a33b565df7eb81ada2b32987
orocos-toolchain/typelib,20-Jan-17,e220595fa4cce756ee2517d1536ec04dcd915baf,9-Jun-12,102aeef8a5064dbc9d7255b0c915ea880e45c6a7
orocos/orocos_kinematics_dynamics,20-Feb-17,d798f594552cb6f6223981b9c304d3db2b6a7d18,15-Mar-12,74c3b80fe6aedd0f0373894cda7fa596e079f9ce
osmcode/osmcoastline,4-May-17,2211b9b25416ef44e22fc8505c1870bb49b54b22,21-Sep-12,6b01f9df3d8be59a301d8be0605b357c36a43951
otherlab/geode,12-Apr-17,4267bd8d0c1a768ee0b6f57a40a551d8c0965178,23-Dec-12,e4aae96f7094867a3fdb13438f1f8b42678fd36b
paralect/robomongo,15-Mar-17,43bf28968bd6cc0e4c55c578605e9f2441ecaf26,31-Dec-12,7c83b71b8d58cc97181dac9152273a6fed035961
percona/percona-server,27-Jun-17,57c5564bb53bb9c46068b08846969383685ea60a,17-Apr-12,6711cd3609e612639f90f2422399be8c295d7399
peter-ch/MultiNEAT,12-Jan-17,09c3725b805d3c8ccc2c48ce0986e49b7b322c2e,25-Nov-12,05ec32fd3615c9ff67a4a45bb498376910d35d23
philsquared/Catch,17-Mar-17,6a009fabcb0686a0bee5a66211e72d98cfcc34f1,14-Dec-12,0d4609f5360d4902ad0844b0f5ce41a5b2035c32
pingus/pingus,10-Feb-17,06afdabb6b27c1314bb1d90a05d467697b72be58,30-Oct-12,3d855408096df04c13259906da1ef0389e35b003
pism/pism,16-Jun-17,be5cad889d4f3ebcfaf3b241ef911627fe71ed0c,31-Dec-12,2a565ae62799902749e7d96ec520ad47dd3fda45
project64/project64,1-Jul-17,e541998629c4df446b61fffcfb1d372c0ece1dcd,31-Dec-12,59b2e96062efd6469fa71cbc70681f91fb3197c9
projectchrono/chrono,27-Jun-17,d8aa291c96ba74eb3a43fdba2738c0967c70e439,30-Nov-12,9b5da7f03101cca052f7f345bc16b96ca3d5c6a5
psi-im/psi,6-Jul-17,3f10b9059d1befbc5f1093394f7d48d743107ddb,23-Sep-12,a1a7ab90cfeb0be342901a40d3a929b5822b4ef7
qterminal/qterminal,3-Jul-17,77a48f9b5c7bb77d2423fecbac70153cea40eb17,26-Nov-12,0ea4b227d151a98b86899743cc36636d9d404aa2
qtproject/qt-creator,3-Jul-17,72d2003082a34b20c50f0cf7803d975d69a49638,14-Oct-12,cc1c3e0b03c05b61ed6b653ca38caf8b957cd68c
qtproject/qt3d,30-Jun-17,d6bd48a947cbcae7da6c7cae00e5dddc954fa419,28-Nov-12,0158ce783a61bac3e4f4ff619b0601daf9174ce6
qtproject/qtbase,30-Jun-17,078f04254e1ab7e4e7cb4b7ff5f371ab22a020cc,7-Jul-12,615027129d3d5e12a6e2f5d02d2af8320cc58ea7
qtproject/qtdeclarative,30-Jun-17,441e0b41bf5b700cdaa3b0ba2393c487ed4b9de5,21-Dec-12,9aec6efd1f7e0c4922253163efc2e7ea7e751f0f
qtproject/qtmultimedia,12-Jun-17,5f56ec9c4f32ff06fb3daa30c0e961997d5fe964,13-Dec-12,13ecd7171b4876bcf5027f9b349781b6dd9be790
qtproject/qtpim,3-May-17,12b0bf8427863dd2db66cb65cdb05c04bce9218b,21-Dec-12,9352f4852fddfc65efc9cd796352bc7da6f8fc08
qtproject/qtsvg,12-Jun-17,af289aced943418128f84c753017d571ed1e4d4d,21-Dec-12,0151f7f2901b281e358a5ece436e2464b4b8d79c
qtproject/qtwayland,12-Jun-17,eebceec16b05439ded58abbbcb2420fe3dcb4c18,23-Nov-12,f9a961c84f08f66025533ac8dbf12b2906951cd3
quassel/quassel,15-Mar-17,2e8511846057783f507a70621c440a4a81f76c41,16-Aug-12,f13ee12590d103b3512ba74c0bef3b0817c4c947
rbei-etas/busmaster,16-Jun-17,ea27b6ea9da284a66bc4498b96b1005f069c4350,28-Dec-12,f6a76305ddeef2993d89a2c3438057c4d8f861c6
rcaelers/workrave,13-May-17,81329192d052fc89b06d6783cd46c791c8e0d0b9,5-Dec-12,015f437230176b1ca8bac889a71887ad066416d6
rheit/zdoom,11-Jun-17,7f408283cab3413a4dea1d48eceef24346f00928,22-Dec-12,b3ada01bbdf5a697471dbd1ed75086d8df4a347d
rime/librime,19-Feb-17,7f41f6527ffedcfccc16f7e4b93a3048f33cf19e,27-Dec-12,de79f4aeb49f232413721c4a64a01c0baf31aaab
ripple/rippled,16-Mar-17,0df1b09a731ba0feaa5d60046e1c7dd415f5f7ed,31-Dec-12,737d81e7b08136cd45595cf29e779ad337599c6b
robotology/icub-main,16-Jun-17,2fe40bcad13734ce6800839a0492c5bae99f3cb6,26-Dec-12,dea506cd173d49c4521bfd9e9b49ee73b5fcb5e5
rock-simulation/mars,29-Jun-17,fc04ab3bcfbdc15d70499d41f4214f54397d1feb,19-Dec-12,53af20d48da8ec120771d658c88f9082e7cdae45
root-mirror/root,5-Jul-17,5ba88aa3bf2e0ffe222968f9b6f029bf8f4ead57,14-Dec-12,3fded427dc9b40de636a679d1ba1384382c8e864
root-project/cling,4-Jul-17,071bf231b7d78fd4b31af04428730402b152577c,31-Dec-12,fcad3e9e4d8450bad67995c9c03a28a9c95e2f7d
ros-controls/ros_control,28-Jun-17,c09266a8b73a33f701fa568be609bc5c6adc6f48,26-Dec-12,4446be388041fdb9af7ddff58a4e6ef18e71c275
ros-drivers/velodyne,19-Apr-17,3747e937cfc1b2986c0b2e4983bdd0d7e8934079,2-Jun-12,b853819ddb6b6088c60f183cca45b1dec7135e04
ros-industrial/abb,9-May-17,40ad8ed3e47a33da439faf1ce737e865e9efb0e9,8-Dec-12,33137bd43f9c15eba57cadd5a8f93b72637f5883
ros/ros_comm,25-May-17,ac9f45f3caa5c551f4dfeb12dee68d34cd657471,29-Dec-12,903a105fcb59bca9fe24829b4bf98613c960b6a8
rpavlik/cmake-modules,6-Jan-17,08987b544e24e303291774b97595f1229e55839d,12-Dec-12,cac13f1c3225555cec9ae06a1ba47baa8c90442a
ryanmelt/qtbindings,1-Mar-17,943ff3e675491a34d24ac56ef2ee7b0cf3c32c55,1-Oct-12,711dfd22d9b5e592ae5f664bc8041114034c1e01
sailfish-sdk/sailfish-qtcreator,9-Jun-17,d605c3a8697356cfa73531fb97d805f373bcefbd,22-Nov-12,57be1169e57da10f2db181c02f2611d243786aa5
sakra/cotire,16-Jun-17,516d78476f6dda336181fc5514f72774e1e0a8e2,1-Nov-12,1c37a8651b5ef848fd3dc038052334f337b3a404
samstyle/Xpeccy,16-Feb-17,1d6f5bb7fe94a86e73464f9387105b1c171016b2,26-Dec-12,a2f767e4e2fe9c3dd930dea37f5b2e4aa4bbe31a
saschazelzer/CppMicroServices,1-Jun-17,3b81b03f7e438f8600d33d319f03747fc8d74cf2,5-Nov-12,5ff8dcb9e3903eed5fc9966b9a057cb4e9141af7
scross99/locic,28-May-17,b4a1f9e83eb875c8cc906967205ae7639aa63cf5,24-Dec-12,f5254b9d27c2351a8fd1caf0fa04ad52a319384a
scummvm/scummvm,18-Mar-17,2a76819b0fe1ccea9ba8093dc900490576dbe1fc,28-Jul-12,74c75e36cac3c8b93be94c41df72ad1ea1c295fa
sempuki/code,24-Jun-17,8bf8bea830d26da04364b56e314e73c8c40f03fc,31-Dec-12,8a944aad47fcf8462fd62cc4b8f94aedb51d471e
servo/rust-azure,16-Jun-17,ae83cb5f3e384e339f4e1557b8e3dbd5bfb96d6f,23-Dec-12,cbe1210a6e62df8775f9b56a2ee589384600466a
servo/rust-harfbuzz,12-Jun-17,540da5569a3a5d6f4b90c5669a4918c7841bf582,4-Dec-12,461dcedfb36240f3c82f1d193f8cb42c9528fe34
shogun-toolbox/shogun,23-Apr-17,e6f965d16e75c694e86c538ee853131da45632ec,31-Dec-12,9a3c75ecfab9fb1293a47dfdf300373865029d34
simbody/simbody,13-Mar-17,9f2123212dadcedcd680a8d8b3832d4fe40e1f8b,31-Dec-12,5784cdf7d60527e0fdaf8b74dc2be9ffdd0444e0
simongog/sdsl-lite,26-Feb-17,f9eccd705b789285540e45bb05c6d7e67c5c4973,28-Nov-12,748124b428dccfba6894fb2f2b8ae0df8744e9c2
simsong/tcpflow,31-May-17,aec26549c856b23fa970252523b1d907e0369638,30-Dec-12,e627b665e2e72ace9743b77a05a64a71d1801f8d
sirjuddington/SLADE,3-Jul-17,c4bfa47f7cbbf449d97a838b374756368fccd1a4,16-Oct-12,27641dd3ba4d3e03618ef884b4dcf2db88a9c41e
slowmoVideo/slowmoVideo,12-Mar-17,764fe6a5d6afc242ddd7326cbf7cfd46ce05019e,31-Dec-12,1042e5cfe4b9fc710833e948bfce4ff3399e8d7f
solodon4/Mach7,18-May-17,ec5496b8669eee78328df44468377d7457df0270,24-Sep-12,8f708993930769d12c7864ac7e034158a984d7cf
sourcey/libsourcey,3-Jul-17,92e358cc6e5fe0eb12f6a2b84f7d9b24b316d186,31-Dec-12,1a8f91e5360eab16d811b3e33bab5ffac8926b72
spinos/aphid,3-Jul-17,1deeb666635add6b6602cf23fb1b1ed41cb987ba,31-Dec-12,903eea66ecac765d51fae6ff004b141f33751414
spring/pr-downloader,2-May-17,0212ada35d3da25efce89bfc2de303a0e3e555fd,31-Dec-12,2242e6b6fb451b771c5042bdf38390f968f4eeeb
spring/spring,4-Jun-17,7e50d1d0d439522b92343a381cc89b73adb7edb7,15-Jan-12,d452822e36ac1712eba9d5957706c767fcc17868
stevenlovegrove/Pangolin,28-Jun-17,3d9098976991a706d681b283c27cc126b4be1b39,19-Dec-12,bd5bca0b12bd5ff866e4edfb4323ad3df2d199e7
strasdat/Sophus,18-May-17,ec78192f956f8db5c7aaad85aa67d7f56f5e2864,21-Dec-12,6e9c6f976f428a38abab187ef893512db3fbe17e
stuntrally/stuntrally,18-May-17,48fa0df77c3d7d6d17b47633f562cf3bfca3c436,31-Dec-12,d3c3f8756225e69408d148b30d069f48d65eaf4e
