Repo,date1,commit1,date2,commit2,arg,before
strasdat/Sophus,14-Oct-17,3f84e42a7a796bb6c9a1f57f5708911459a49221,21-Dec-12,6e9c6f976f428a38abab187ef893512db3fbe17e,,
stuntrally/stuntrally,25-Jul-17,83e0d0abc341a4dd8e2a8da5df19afc8c5bd49a9,31-Jul-12,b272ca782feffbe41e5d43d8ddb56688e397455e,,
supercollider/sc3-plugins,11-Aug-17,5342a4ae8842c7361517001866e986c437f50648,27-Nov-12,c164af363d6866b29697d54cf91858cc4769d176,,
supercollider/supercollider,6-Sep-17,cca12ff02a774a9ea212e8883551d3565bb24a6f,28-Sep-12,d74c81f9144f6f06ec79b40c87343f8a7a3890fe,,
supertuxkart/stk-code,18-Oct-17,1a9cf6a46f7ed1c152d8293f77bd929b4ec953bd,31-Oct-12,b1caec75a1d88b3797a73cdec121685fad7f1374,"""=-DCHECK_ASSETS=off""",
symengine/symengine,4-Oct-17,38781d745cab9bb45dd7358aa232031c8164eb44,21-Jul-12,ecf1914df4a94fd0a56013238f5b6f5a7da4060f,,
syndicodefront/infekt,3-Oct-17,e9cb001894913d3694431c88c6461a895a64a7a9,18-Oct-12,f0b561991b6a86ff16c79260da00930023d51fe1,,
syoyo/tinyobjloader,16-Oct-17,b434c2497fcb52aa1497b84aa8aeb12bb590492d,29-Oct-14,b214cfb4b98be9464ff9f5a052a26fbbece52325,,
taglib/taglib,30-Sep-17,cb9f07d9dcd791b63e622da43f7b232adaec0a9a,30-Sep-12,2d7414733eaa3263868c74abfa6cff38a8afe8d3,,
tesseract-ocr/tesseract,13-Oct-17,fb359fc981f048328bee206fbcf69f2218ae1ee0,5-Oct-15,38f3db8ca52ea6a4f3697fc15c9acb827be758b8,,
texus/TGUI,12-Jun-17,9e52329250317940daf636987b0985ada97f1de4,30-Jun-12,14b5bbd03cefb1ff03be64468c2b072c9af6942f,,
thesamet/rpcz,25-Mar-17,f01f97d09bb4fd1253903bc2db3e3e9b7ebc4260,5-Mar-12,0aa3f0227e795b840e989fc4abb0152e996e4df6,,
thestk/rtaudio,9-Jun-17,e880888795c07fea44a5e6c7570bf09677527f37,2-Sep-14,3a3d648108cdaa53d1199aa3c15a4b8878693f65,,
thewtex/tmux-mem-cpu-load,22-Apr-17,75b9ea756e60aadf335fd5514b38e4fe4cfcab6e,25-Nov-12,c40ab82bfaf4671ff8ba42aa7e3816833dc871b4,,
tpaviot/oce,11-Aug-17,41cc5b9007769de58fd7323a3c1ba729f2c0dc44,25-Aug-12,5ef3473d401ff12fa1588d8f4bb89c2d3a68080e,,
triAGENS/ArangoDB,13-Mar-17,9b22174c66d1c805c0c6baac4397ca9933ee0c18,26-Mar-14,39fd596abcd878e918435d10928e79e1f3ef2359,,
tstack/lnav,18-Oct-17,d9c42cdc29ecd899cb68a958d3672abf466ea5c5,31-Oct-14,708490e3b05ce5ca23ae0079ace5eda23741943a,,
tudelft-gist/val3dity,16-Oct-17,657589d04c5b51d1fdee73ebbb8c25905064018b,9-Oct-13,a492c0886d7823ccfa55a4fb4bff6b6c5a50d9e7,,
tudelft3d/val3dity,16-Oct-17,657589d04c5b51d1fdee73ebbb8c25905064018b,9-Oct-13,a492c0886d7823ccfa55a4fb4bff6b6c5a50d9e7,,
tumi8/vermont,15-Jun-17,b70d4f2e6d56315db3a56f42d1dbcc1c584a33e5,23-Oct-12,c2f170a89ae9dd909b6d38cef52a5c565f1c7ffa,,
ukoethe/vigra,28-Jun-17,fb427440da8c42f96e14ebb60f7f22bdf0b7b1b2,29-Jun-12,5237e35507373218c38a7a57a131f0680f3e8a44,,
user-none/Sigil,16-Oct-17,18670a2ef9562b5ca1d3e0fb65e1fe9a1cb8e2ba,30-Oct-12,4d2586791f67e5042b81862483dedf35ae22474c,,
vcmi/vcmi,1-Nov-17,8b5cbf6ba7ca3b5dcedd619c5267433b6734f1eb,30-Dec-12,2848fb6fef18ea869eb0584627747475f200f309,,
vinipsmaker/tufao,19-Oct-17,0832f657926b580877f9d707d9d766d35885e07d,23-Dec-12,09cbe4e23e793684bd382e56c11ac9cdae5611d0,,
vle-forge/vle,11-Oct-17,16a7d21646e4a7a176b23fac921b1a5863f23359,17-Dec-13,c570afd193aaaa648a0173a92007451495116366,,
wdas/ptex,13-Feb-17,59eac370e52af48a3f4dab77a60f91523c3e70ac,18-Feb-16,3492a71feb967d2844805eb3228cb72af5bc451b,,
wesnoth/wesnoth,18-Oct-17,9e58caa5ff608e845c21048d61fff3856d913a22,31-Oct-12,050fbf73706c1dbe6c86c3c784e7ef91984ecd00,,
worldforge/libwfut,4-Aug-17,7e003179283a3a2643199cff9c5b9242b9d13f08,29-Dec-16,c885c0d4ea51b8347893390b33e631d9dd8a288d,,
xoreos/xoreos,22-Jul-17,a1bea660ce5cc74fa19a9d13afd85acdb2b56de0,31-Jul-15,494d9ea9c4c187dd21664e33c8a521bad62e5a05,,
xournalpp/xournalpp,14-Oct-17,62312496092f5f717246f87d2ca85a739f609adb,17-Dec-16,38d235d457e8f25ec9e759421d078586c4fe7553,,
xrootd/xrootd,18-Oct-17,a26c586cf9dd002d7655e834df5365daa083c5da,3-Oct-12,945f0dbcacbaaa938acb922aa71ecb6cb6976bf2,,
zeromq/libzmq,18-Oct-17,cfef04035c7eb9b1c2a64d785d1881bc80977478,23-Dec-13,9d9592f8307dc18c41a5878fe366a105884a8bf4,,
zeromq/zeromq4-1,23-Sep-17,a3f98304da9024f2d0ac4e838a646c231ddff5ee,24-Dec-13,384f8522aa22ff595802ef1c0d8da11ccd81b862,,
zeux/pugixml,24-Sep-17,a569e6a737714d33fe30284abcc2f1af1f856127,21-Sep-16,f53bddd7d5c79c35145ab506e48b18c457026543,,
zrax/pycdc,5-Jul-17,b9dd99d5185db82ba15f774abc85aa04d162d4d9,13-Dec-14,805caa7ca04df5f27a027b531dc9e73816397bc0,,
